survey=ada_a5_e5c_geometry_ablation
label,key_count,tokens_pruned_legacy,tokens_pruned_v2,total,legacy_exact,v2_exact,v2_gain
natural-494-a2-p16-l8,256,0,0,256,true,true,0
natural-495-a2-p16-l8,512,0,0,512,true,true,0
natural-496-a2-p16-l8,64,0,0,64,true,true,0
natural-497-a2-p16-l8,128,0,0,128,true,true,0
natural-498-a2-p16-l8,256,0,0,256,true,true,0
natural-499-a2-p16-l8,512,0,0,512,true,true,0
natural-500-a2-p16-l8,64,0,0,64,true,true,0
natural-501-a2-p16-l8,128,0,0,128,true,true,0
natural-502-a2-p16-l8,256,0,0,256,true,true,0
natural-503-a2-p16-l8,512,0,0,512,true,true,0
natural-504-a2-p16-l8,64,0,0,64,true,true,0
natural-505-a2-p16-l8,128,0,0,128,true,true,0
natural-506-a2-p16-l8,256,0,0,256,true,true,0
natural-507-a2-p16-l8,512,0,0,512,true,true,0
natural-508-a2-p16-l8,64,0,0,64,true,true,0
natural-509-a2-p16-l8,128,0,0,128,true,true,0
natural-510-a2-p16-l8,256,0,0,256,true,true,0
natural-511-a2-p16-l8,512,32,40,512,true,true,8
natural-512-a2-p16-l8,64,0,0,64,true,true,0
natural-513-a2-p16-l8,128,32,32,128,true,true,0
natural-514-a2-p16-l8,256,168,184,256,true,true,16
natural-515-a2-p16-l8,512,408,432,512,true,true,24
natural-516-a2-p16-l8,64,0,0,64,true,true,0
natural-517-a2-p16-l8,128,16,24,128,true,true,8
natural-518-a2-p16-l8,256,40,64,256,true,true,24
natural-519-a2-p16-l8,512,176,200,512,true,true,24
natural-520-a2-p16-l8,64,0,0,64,true,true,0
natural-521-a2-p16-l8,128,0,0,128,true,true,0
natural-522-a2-p16-l8,256,8,32,256,true,true,24
natural-523-a2-p16-l8,512,16,32,512,true,true,16
natural-524-a2-p16-l8,64,0,0,64,true,true,0
natural-525-a2-p16-l8,128,0,0,128,true,true,0
natural-526-a2-p16-l8,256,0,0,256,true,true,0
natural-527-a2-p16-l8,512,0,0,512,true,true,0
natural-528-a2-p16-l8,64,0,0,64,true,true,0
natural-529-a2-p16-l8,128,0,0,128,true,true,0
natural-530-a2-p16-l8,256,0,0,256,true,true,0
natural-531-a2-p16-l8,512,0,0,512,true,true,0
natural-532-a2-p16-l8,64,0,0,64,true,true,0
natural-533-a2-p16-l8,128,0,0,128,true,true,0
natural-534-a2-p16-l8,256,16,16,256,true,true,0
natural-535-a2-p16-l8,512,0,0,512,true,true,0
natural-536-a2-p16-l8,64,0,0,64,true,true,0
natural-537-a2-p16-l8,128,0,0,128,true,true,0
natural-538-a2-p16-l8,256,0,0,256,true,true,0
natural-539-a2-p16-l8,512,8,8,512,true,true,0
natural-540-a2-p16-l8,64,0,0,64,true,true,0
natural-541-a2-p16-l8,128,0,0,128,true,true,0
natural-542-a2-p16-l8,256,0,0,256,true,true,0
natural-543-a2-p16-l8,512,0,0,512,true,true,0
natural-544-a2-p16-l8,64,0,0,64,true,true,0
natural-545-a2-p16-l8,128,0,0,128,true,true,0
natural-546-a2-p16-l8,256,0,0,256,true,true,0
natural-547-a2-p16-l8,512,0,0,512,true,true,0
natural-548-a2-p16-l8,64,0,0,64,true,true,0
natural-549-a2-p16-l8,128,0,0,128,true,true,0
natural-550-a2-p16-l8,256,0,0,256,true,true,0
natural-551-a2-p16-l8,512,8,8,512,true,true,0
natural-552-a2-p16-l8,64,0,0,64,true,true,0
natural-553-a2-p16-l8,128,0,0,128,true,true,0
natural-554-a2-p16-l8,256,0,0,256,true,true,0
natural-555-a2-p16-l8,512,8,8,512,true,true,0
natural-556-a2-p16-l8,64,0,0,64,true,true,0
natural-557-a2-p16-l8,128,16,16,128,true,true,0
natural-558-a2-p16-l8,256,0,0,256,true,true,0
natural-559-a2-p16-l8,512,8,16,512,true,true,8
natural-560-a2-p16-l8,64,0,0,64,true,true,0
natural-561-a2-p16-l8,128,0,8,128,true,true,8
natural-562-a2-p16-l8,256,120,120,256,true,true,0
natural-563-a2-p16-l8,512,296,304,512,true,true,8
natural-564-a2-p16-l8,64,0,0,64,true,true,0
natural-565-a2-p16-l8,128,0,0,128,true,true,0
natural-566-a2-p16-l8,256,176,184,256,true,true,8
natural-567-a2-p16-l8,512,32,32,512,true,true,0
natural-568-a2-p16-l8,64,0,0,64,true,true,0
natural-569-a2-p16-l8,128,0,0,128,true,true,0
natural-570-a2-p16-l8,256,64,88,256,true,true,24
natural-571-a2-p16-l8,512,40,64,512,true,true,24
natural-572-a2-p16-l8,64,0,0,64,true,true,0
natural-573-a2-p16-l8,128,0,0,128,true,true,0
natural-574-a2-p16-l8,256,0,0,256,true,true,0
natural-575-a2-p16-l8,512,0,0,512,true,true,0
natural-576-a2-p16-l8,64,0,0,64,true,true,0
natural-577-a2-p16-l8,128,0,0,128,true,true,0
natural-578-a2-p16-l8,256,0,0,256,true,true,0
natural-579-a2-p16-l8,512,0,0,512,true,true,0
natural-580-a2-p16-l8,64,8,8,64,true,true,0
natural-581-a2-p16-l8,128,0,0,128,true,true,0
natural-582-a2-p16-l8,256,0,0,256,true,true,0
natural-583-a2-p16-l8,512,128,128,512,true,true,0
natural-584-a2-p16-l8,64,0,0,64,true,true,0
natural-585-a2-p16-l8,128,0,0,128,true,true,0
natural-586-a2-p16-l8,256,0,0,256,true,true,0
natural-587-a2-p16-l8,512,0,0,512,true,true,0
natural-588-a2-p16-l8,64,0,0,64,true,true,0
natural-589-a2-p16-l8,128,0,0,128,true,true,0
natural-590-a2-p16-l8,256,0,0,256,true,true,0
natural-591-a2-p16-l8,512,8,8,512,true,true,0
natural-592-a2-p16-l8,64,0,0,64,true,true,0
natural-593-a2-p16-l8,128,0,0,128,true,true,0
natural-594-a2-p16-l8,256,0,0,256,true,true,0
natural-595-a2-p16-l8,512,0,0,512,true,true,0
natural-596-a2-p16-l8,64,0,0,64,true,true,0
natural-597-a2-p16-l8,128,0,0,128,true,true,0
natural-598-a2-p16-l8,256,0,0,256,true,true,0
natural-599-a2-p16-l8,512,0,0,512,true,true,0
natural-600-a2-p16-l8,64,0,0,64,true,true,0
natural-601-a2-p16-l8,128,0,0,128,true,true,0
natural-602-a2-p16-l8,256,0,0,256,true,true,0
natural-603-a2-p16-l8,512,0,0,512,true,true,0
natural-604-a2-p16-l8,64,0,0,64,true,true,0
natural-605-a2-p16-l8,128,0,0,128,true,true,0
natural-606-a2-p16-l8,256,0,0,256,true,true,0
natural-607-a2-p16-l8,512,0,0,512,true,true,0
natural-608-a2-p16-l8,64,0,8,64,true,true,8
natural-609-a2-p16-l8,128,48,48,128,true,true,0
natural-610-a2-p16-l8,256,128,128,256,true,true,0
natural-611-a2-p16-l8,512,248,256,512,true,true,8
natural-612-a2-p16-l8,64,0,0,64,true,true,0
natural-613-a2-p16-l8,128,0,0,128,true,true,0
natural-614-a2-p16-l8,256,0,8,256,true,true,8
natural-615-a2-p16-l8,512,328,328,512,true,true,0
natural-616-a2-p16-l8,64,0,0,64,true,true,0
natural-617-a2-p16-l8,128,0,0,128,true,true,0
natural-618-a2-p16-l8,256,56,72,256,true,true,16
natural-619-a2-p16-l8,512,96,104,512,true,true,8
natural-620-a2-p16-l8,64,0,0,64,true,true,0
natural-621-a2-p16-l8,128,0,0,128,true,true,0
natural-622-a2-p16-l8,256,0,0,256,true,true,0
natural-623-a2-p16-l8,512,24,24,512,true,true,0
natural-624-a2-p16-l8,64,0,0,64,true,true,0
natural-625-a2-p16-l8,128,0,0,128,true,true,0
natural-626-a2-p16-l8,256,0,0,256,true,true,0
natural-627-a2-p16-l8,512,0,0,512,true,true,0
natural-628-a2-p16-l8,64,0,0,64,true,true,0
natural-629-a2-p16-l8,128,0,0,128,true,true,0
natural-630-a2-p16-l8,256,0,0,256,true,true,0
natural-631-a2-p16-l8,512,8,8,512,true,true,0
natural-632-a2-p16-l8,64,0,0,64,true,true,0
natural-633-a2-p16-l8,128,0,0,128,true,true,0
natural-634-a2-p16-l8,256,0,0,256,true,true,0
natural-635-a2-p16-l8,512,8,8,512,true,true,0
natural-636-a2-p16-l8,64,0,0,64,true,true,0
natural-637-a2-p16-l8,128,0,0,128,true,true,0
natural-638-a2-p16-l8,256,0,0,256,true,true,0
natural-639-a2-p16-l8,512,0,0,512,true,true,0
natural-640-a2-p16-l8,64,0,0,64,true,true,0
natural-641-a2-p16-l8,128,0,0,128,true,true,0
natural-642-a2-p16-l8,256,0,0,256,true,true,0
natural-643-a2-p16-l8,512,0,0,512,true,true,0
natural-644-a2-p16-l8,64,0,0,64,true,true,0
natural-645-a2-p16-l8,128,0,0,128,true,true,0
natural-646-a2-p16-l8,256,0,0,256,true,true,0
natural-647-a2-p16-l8,512,0,0,512,true,true,0
natural-648-a2-p16-l8,64,0,0,64,true,true,0
natural-649-a2-p16-l8,128,0,0,128,true,true,0
natural-650-a2-p16-l8,256,0,0,256,true,true,0
natural-651-a2-p16-l8,512,64,64,512,true,true,0
natural-652-a2-p16-l8,64,0,0,64,true,true,0
natural-653-a2-p16-l8,128,0,0,128,true,true,0
natural-654-a2-p16-l8,256,0,0,256,true,true,0
natural-655-a2-p16-l8,512,64,96,512,true,true,32
natural-656-a2-p16-l8,64,0,0,64,true,true,0
natural-657-a2-p16-l8,128,72,72,128,true,true,0
natural-658-a2-p16-l8,256,160,160,256,true,true,0
natural-659-a2-p16-l8,512,272,336,512,true,true,64
natural-660-a2-p16-l8,64,0,0,64,true,true,0
natural-661-a2-p16-l8,128,0,0,128,true,true,0
natural-662-a2-p16-l8,256,56,80,256,true,true,24
natural-663-a2-p16-l8,512,104,144,512,true,true,40
natural-664-a2-p16-l8,64,0,0,64,true,true,0
natural-665-a2-p16-l8,128,0,0,128,true,true,0
natural-666-a2-p16-l8,256,16,16,256,true,true,0
natural-667-a2-p16-l8,512,144,200,512,true,true,56
natural-668-a2-p16-l8,64,0,0,64,true,true,0
natural-669-a2-p16-l8,128,0,0,128,true,true,0
natural-670-a2-p16-l8,256,0,0,256,true,true,0
natural-671-a2-p16-l8,512,0,0,512,true,true,0
natural-672-a2-p16-l8,64,0,0,64,true,true,0
natural-673-a2-p16-l8,128,0,0,128,true,true,0
natural-674-a2-p16-l8,256,0,0,256,true,true,0
natural-675-a2-p16-l8,512,0,0,512,true,true,0
natural-676-a2-p16-l8,64,0,0,64,true,true,0
natural-677-a2-p16-l8,128,8,8,128,true,true,0
natural-678-a2-p16-l8,256,40,40,256,true,true,0
natural-679-a2-p16-l8,512,136,136,512,true,true,0
natural-680-a2-p16-l8,64,0,0,64,true,true,0
natural-681-a2-p16-l8,128,0,0,128,true,true,0
natural-682-a2-p16-l8,256,0,0,256,true,true,0
natural-683-a2-p16-l8,512,0,0,512,true,true,0
natural-684-a2-p16-l8,64,0,0,64,true,true,0
natural-685-a2-p16-l8,128,0,0,128,true,true,0
natural-686-a2-p16-l8,256,0,0,256,true,true,0
natural-687-a2-p16-l8,512,0,0,512,true,true,0
natural-688-a2-p16-l8,64,0,0,64,true,true,0
natural-689-a2-p16-l8,128,0,0,128,true,true,0
natural-690-a2-p16-l8,256,0,0,256,true,true,0
natural-691-a2-p16-l8,512,0,0,512,true,true,0
natural-692-a2-p16-l8,64,0,0,64,true,true,0
natural-693-a2-p16-l8,128,0,0,128,true,true,0
natural-694-a2-p16-l8,256,0,0,256,true,true,0
natural-695-a2-p16-l8,512,0,0,512,true,true,0
natural-696-a2-p16-l8,64,0,0,64,true,true,0
natural-697-a2-p16-l8,128,0,0,128,true,true,0
natural-698-a2-p16-l8,256,0,0,256,true,true,0
natural-699-a2-p16-l8,512,0,0,512,true,true,0
natural-700-a2-p16-l8,64,0,0,64,true,true,0
natural-701-a2-p16-l8,128,0,0,128,true,true,0
natural-702-a2-p16-l8,256,0,8,256,true,true,8
natural-703-a2-p16-l8,512,0,0,512,true,true,0
natural-704-a2-p16-l8,64,24,32,64,true,true,8
natural-705-a2-p16-l8,128,40,48,128,true,true,8
natural-706-a2-p16-l8,256,56,64,256,true,true,8
natural-707-a2-p16-l8,512,224,224,512,true,true,0
natural-708-a2-p16-l8,64,0,0,64,true,true,0
natural-709-a2-p16-l8,128,8,24,128,true,true,16
natural-710-a2-p16-l8,256,64,88,256,true,true,24
natural-711-a2-p16-l8,512,304,320,512,true,true,16
natural-712-a2-p16-l8,64,0,0,64,true,true,0
natural-713-a2-p16-l8,128,0,8,128,true,true,8
natural-714-a2-p16-l8,256,32,40,256,true,true,8
natural-715-a2-p16-l8,512,176,208,512,true,true,32
natural-716-a2-p16-l8,64,0,0,64,true,true,0
natural-717-a2-p16-l8,128,0,0,128,true,true,0
natural-718-a2-p16-l8,256,0,0,256,true,true,0
natural-719-a2-p16-l8,512,0,0,512,true,true,0
natural-720-a2-p16-l8,64,0,0,64,true,true,0
natural-721-a2-p16-l8,128,0,0,128,true,true,0
natural-722-a2-p16-l8,256,0,0,256,true,true,0
natural-723-a2-p16-l8,512,0,0,512,true,true,0
natural-724-a2-p16-l8,64,8,8,64,true,true,0
natural-725-a2-p16-l8,128,16,16,128,true,true,0
natural-726-a2-p16-l8,256,8,8,256,true,true,0
natural-727-a2-p16-l8,512,24,24,512,true,true,0
natural-728-a2-p16-l8,64,0,0,64,true,true,0
natural-729-a2-p16-l8,128,0,0,128,true,true,0
natural-730-a2-p16-l8,256,16,16,256,true,true,0
natural-731-a2-p16-l8,512,0,0,512,true,true,0
natural-732-a2-p16-l8,64,0,0,64,true,true,0
natural-733-a2-p16-l8,128,0,0,128,true,true,0
natural-734-a2-p16-l8,256,0,0,256,true,true,0
natural-735-a2-p16-l8,512,8,8,512,true,true,0
natural-736-a2-p16-l8,64,0,0,64,true,true,0
natural-737-a2-p16-l8,128,0,0,128,true,true,0
natural-738-a2-p16-l8,256,0,0,256,true,true,0
natural-739-a2-p16-l8,512,0,0,512,true,true,0
natural-740-a2-p16-l8,64,0,0,64,true,true,0
natural-741-a2-p16-l8,128,0,0,128,true,true,0
natural-742-a2-p16-l8,256,0,0,256,true,true,0
natural-743-a2-p16-l8,512,0,0,512,true,true,0
natural-744-a2-p16-l8,64,0,0,64,true,true,0
natural-745-a2-p16-l8,128,0,0,128,true,true,0
natural-746-a2-p16-l8,256,0,0,256,true,true,0
natural-747-a2-p16-l8,512,8,8,512,true,true,0
natural-748-a2-p16-l8,64,0,0,64,true,true,0
natural-749-a2-p16-l8,128,0,0,128,true,true,0
natural-750-a2-p16-l8,256,0,0,256,true,true,0
natural-751-a2-p16-l8,512,0,0,512,true,true,0
natural-752-a2-p16-l8,64,8,8,64,true,true,0
natural-753-a2-p16-l8,128,32,32,128,true,true,0
natural-754-a2-p16-l8,256,176,184,256,true,true,8
natural-755-a2-p16-l8,512,312,336,512,true,true,24
natural-756-a2-p16-l8,64,0,0,64,true,true,0
natural-757-a2-p16-l8,128,40,40,128,true,true,0
natural-758-a2-p16-l8,256,136,144,256,true,true,8
natural-759-a2-p16-l8,512,312,336,512,true,true,24
natural-760-a2-p16-l8,64,0,0,64,true,true,0
natural-761-a2-p16-l8,128,8,0,128,true,true,-8
natural-762-a2-p16-l8,256,64,72,256,true,true,8
natural-763-a2-p16-l8,512,232,232,512,true,true,0
natural-764-a2-p16-l8,64,0,0,64,true,true,0
natural-765-a2-p16-l8,128,0,0,128,true,true,0
natural-766-a2-p16-l8,256,0,0,256,true,true,0
natural-767-a2-p16-l8,512,8,16,512,true,true,8
=== TOTAL legacy=17280 v2=19184 keys=184320 delta=1904 ===
